frac_migration1  frac_migration2  logmhcrit  prob1  prob2  ssfr1  ssfr2  lnprob
0.9045  0.6570  12.2691  0.5581  0.9782  -11.0237  -9.5840  -0.4270
0.6372  0.4739  12.4894  0.1581  0.9419  -11.0623  -9.9240  -0.2909
0.3984  0.9756  12.3345  0.2204  0.8516  -10.9949  -9.2231  -0.0850
0.5141  0.4200  12.3543  0.4454  0.4875  -10.9828  -9.9198  -0.0608
0.7664  0.3539  12.5046  0.3424  0.4989  -11.1118  -9.0293  -0.1258
0.3556  0.6198  12.7165  0.6516  0.7800  -10.8553  -9.2742  -0.0776
0.6092  0.9910  12.3722  0.1369  0.8401  -10.5222  -9.2593  -0.2245
0.6104  0.8648  12.3564  0.6828  0.5735  -10.9486  -9.2839  -0.0971
0.2094  0.7397  12.5534  0.0858  0.7779  -10.8803  -9.5859  -0.1390
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3723  0.3479  12.6564  0.7238  0.9148  -11.2695  -9.8268  -0.0844
0.5196  0.6689  12.6879  0.2075  0.2392  -11.0534  -9.9327  -0.0872
0.9772  0.8146  12.3298  0.7403  0.0553  -11.0776  -9.1776  -0.1899
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6372  0.4739  12.4894  0.1581  0.9419  -11.0623  -9.9240  -0.2909
0.3984  0.9756  12.3345  0.2204  0.8516  -10.9949  -9.2231  -0.0850
0.5141  0.4200  12.3543  0.4454  0.4875  -10.9828  -9.9198  -0.0608
0.7664  0.3539  12.5046  0.3424  0.4989  -11.1118  -9.0293  -0.1258
0.3354  0.6302  12.7327  0.6870  0.7685  -10.8405  -9.2276  -0.0837
0.6092  0.9910  12.3722  0.1369  0.8401  -10.5222  -9.2593  -0.2245
0.6104  0.8648  12.3564  0.6828  0.5735  -10.9486  -9.2839  -0.0971
0.2094  0.7397  12.5534  0.0858  0.7779  -10.8803  -9.5859  -0.1390
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3723  0.3479  12.6564  0.7238  0.9148  -11.2695  -9.8268  -0.0844
0.5191  0.6432  12.6534  0.2321  0.2649  -11.0461  -9.9313  -0.0790
0.9772  0.8146  12.3298  0.7403  0.0553  -11.0776  -9.1776  -0.1899
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6372  0.4739  12.4894  0.1581  0.9419  -11.0623  -9.9240  -0.2909
0.3984  0.9756  12.3345  0.2204  0.8516  -10.9949  -9.2231  -0.0850
0.5141  0.4200  12.3543  0.4454  0.4875  -10.9828  -9.9198  -0.0608
0.7664  0.3539  12.5046  0.3424  0.4989  -11.1118  -9.0293  -0.1258
0.3058  0.6281  12.7456  0.7604  0.8497  -10.8073  -9.1141  -0.0897
0.6092  0.9910  12.3722  0.1369  0.8401  -10.5222  -9.2593  -0.2245
0.6104  0.8648  12.3564  0.6828  0.5735  -10.9486  -9.2839  -0.0971
0.2094  0.7397  12.5534  0.0858  0.7779  -10.8803  -9.5859  -0.1390
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3723  0.3479  12.6564  0.7238  0.9148  -11.2695  -9.8268  -0.0844
0.5191  0.6432  12.6534  0.2321  0.2649  -11.0461  -9.9313  -0.0790
0.9772  0.8146  12.3298  0.7403  0.0553  -11.0776  -9.1776  -0.1899
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6442  0.4770  12.4970  0.1418  0.9676  -11.0668  -9.9243  -0.3100
0.3984  0.9756  12.3345  0.2204  0.8516  -10.9949  -9.2231  -0.0850
0.4845  0.4049  12.4173  0.5035  0.5767  -11.0426  -9.9004  -0.0683
0.7664  0.3539  12.5046  0.3424  0.4989  -11.1118  -9.0293  -0.1258
0.3058  0.6281  12.7456  0.7604  0.8497  -10.8073  -9.1141  -0.0897
0.6134  0.9289  12.3873  0.1375  0.8555  -10.5880  -9.3396  -0.2328
0.5223  0.8769  12.3628  0.6689  0.6980  -10.9176  -9.3094  -0.1030
0.2092  0.7756  12.5666  0.0558  0.7771  -10.8684  -9.6069  -0.1392
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5191  0.6432  12.6534  0.2321  0.2649  -11.0461  -9.9313  -0.0790
0.9772  0.8146  12.3298  0.7403  0.0553  -11.0776  -9.1776  -0.1899
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6442  0.4770  12.4970  0.1418  0.9676  -11.0668  -9.9243  -0.3100
0.3984  0.9756  12.3345  0.2204  0.8516  -10.9949  -9.2231  -0.0850
0.4980  0.4200  12.3871  0.4745  0.5290  -10.9998  -9.8919  -0.0638
0.7664  0.3539  12.5046  0.3424  0.4989  -11.1118  -9.0293  -0.1258
0.3058  0.6281  12.7456  0.7604  0.8497  -10.8073  -9.1141  -0.0897
0.6134  0.9289  12.3873  0.1375  0.8555  -10.5880  -9.3396  -0.2328
0.5223  0.8769  12.3628  0.6689  0.6980  -10.9176  -9.3094  -0.1030
0.2092  0.7756  12.5666  0.0558  0.7771  -10.8684  -9.6069  -0.1392
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5191  0.6432  12.6534  0.2321  0.2649  -11.0461  -9.9313  -0.0790
0.9772  0.8146  12.3298  0.7403  0.0553  -11.0776  -9.1776  -0.1899
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6442  0.4770  12.4970  0.1418  0.9676  -11.0668  -9.9243  -0.3100
0.3637  0.7913  12.3246  0.3116  0.8410  -11.0198  -9.2101  -0.0772
0.4980  0.4200  12.3871  0.4745  0.5290  -10.9998  -9.8919  -0.0638
0.7664  0.3539  12.5046  0.3424  0.4989  -11.1118  -9.0293  -0.1258
0.3058  0.6281  12.7456  0.7604  0.8497  -10.8073  -9.1141  -0.0897
0.6189  0.9454  12.3719  0.1320  0.8897  -10.5616  -9.3054  -0.2547
0.5223  0.8769  12.3628  0.6689  0.6980  -10.9176  -9.3094  -0.1030
0.1899  0.7839  12.5612  0.0448  0.8090  -10.8573  -9.5867  -0.1405
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5191  0.6432  12.6534  0.2321  0.2649  -11.0461  -9.9313  -0.0790
0.9772  0.8146  12.3298  0.7403  0.0553  -11.0776  -9.1776  -0.1899
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6442  0.4770  12.4970  0.1418  0.9676  -11.0668  -9.9243  -0.3100
0.3640  0.7910  12.3254  0.3115  0.8397  -11.0199  -9.2118  -0.0771
0.5223  0.4470  12.3329  0.4224  0.4434  -10.9228  -9.8765  -0.0597
0.7290  0.3977  12.5271  0.3257  0.4635  -11.1018  -9.1657  -0.0926
0.3058  0.6281  12.7456  0.7604  0.8497  -10.8073  -9.1141  -0.0897
0.6189  0.9454  12.3719  0.1320  0.8897  -10.5616  -9.3054  -0.2547
0.3236  0.9927  12.4085  0.7016  0.5649  -10.8682  -9.1667  -0.1069
0.1899  0.7839  12.5612  0.0448  0.8090  -10.8573  -9.5867  -0.1405
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5191  0.6432  12.6534  0.2321  0.2649  -11.0461  -9.9313  -0.0790
0.9772  0.8146  12.3298  0.7403  0.0553  -11.0776  -9.1776  -0.1899
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6442  0.4770  12.4970  0.1418  0.9676  -11.0668  -9.9243  -0.3100
0.3640  0.7910  12.3254  0.3115  0.8397  -11.0199  -9.2118  -0.0771
0.5223  0.4470  12.3329  0.4224  0.4434  -10.9228  -9.8765  -0.0597
0.7290  0.3977  12.5271  0.3257  0.4635  -11.1018  -9.1657  -0.0926
0.3475  0.6276  12.7148  0.7500  0.8588  -10.8212  -9.1466  -0.0769
0.5359  0.9034  12.3993  0.2061  0.7729  -10.6083  -9.2764  -0.1364
0.3236  0.9927  12.4085  0.7016  0.5649  -10.8682  -9.1667  -0.1069
0.1899  0.7839  12.5612  0.0448  0.8090  -10.8573  -9.5867  -0.1405
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5191  0.6432  12.6534  0.2321  0.2649  -11.0461  -9.9313  -0.0790
0.9772  0.8146  12.3298  0.7403  0.0553  -11.0776  -9.1776  -0.1899
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6442  0.4770  12.4970  0.1418  0.9676  -11.0668  -9.9243  -0.3100
0.3640  0.7910  12.3254  0.3115  0.8397  -11.0199  -9.2118  -0.0771
0.5223  0.4470  12.3329  0.4224  0.4434  -10.9228  -9.8765  -0.0597
0.7290  0.3977  12.5271  0.3257  0.4635  -11.1018  -9.1657  -0.0926
0.3475  0.6276  12.7148  0.7500  0.8588  -10.8212  -9.1466  -0.0769
0.5359  0.9034  12.3993  0.2061  0.7729  -10.6083  -9.2764  -0.1364
0.3236  0.9927  12.4085  0.7016  0.5649  -10.8682  -9.1667  -0.1069
0.1899  0.7839  12.5612  0.0448  0.8090  -10.8573  -9.5867  -0.1405
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5191  0.6432  12.6534  0.2321  0.2649  -11.0461  -9.9313  -0.0790
0.9772  0.8146  12.3298  0.7403  0.0553  -11.0776  -9.1776  -0.1899
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6442  0.4770  12.4970  0.1418  0.9676  -11.0668  -9.9243  -0.3100
0.3640  0.7910  12.3254  0.3115  0.8397  -11.0199  -9.2118  -0.0771
0.5223  0.4470  12.3329  0.4224  0.4434  -10.9228  -9.8765  -0.0597
0.7290  0.3977  12.5271  0.3257  0.4635  -11.1018  -9.1657  -0.0926
0.3475  0.6276  12.7148  0.7500  0.8588  -10.8212  -9.1466  -0.0769
0.5359  0.9034  12.3993  0.2061  0.7729  -10.6083  -9.2764  -0.1364
0.3236  0.9927  12.4085  0.7016  0.5649  -10.8682  -9.1667  -0.1069
0.1899  0.7839  12.5612  0.0448  0.8090  -10.8573  -9.5867  -0.1405
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5187  0.6652  12.6893  0.2108  0.2449  -11.0599  -9.9375  -0.0859
0.9772  0.8146  12.3298  0.7403  0.0553  -11.0776  -9.1776  -0.1899
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6442  0.4770  12.4970  0.1418  0.9676  -11.0668  -9.9243  -0.3100
0.0835  0.8708  12.3552  0.1777  0.7679  -11.0166  -9.0179  -0.1754
0.5223  0.4470  12.3329  0.4224  0.4434  -10.9228  -9.8765  -0.0597
0.5405  0.0810  12.6771  0.0108  0.7736  -11.1202  -9.1567  -0.1412
0.3475  0.6276  12.7148  0.7500  0.8588  -10.8212  -9.1466  -0.0769
0.5496  0.9586  12.3776  0.1599  0.7589  -10.5404  -9.2142  -0.1375
0.3236  0.9927  12.4085  0.7016  0.5649  -10.8682  -9.1667  -0.1069
0.1899  0.7839  12.5612  0.0448  0.8090  -10.8573  -9.5867  -0.1405
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5224  0.6589  12.6947  0.2014  0.2388  -11.0636  -9.9523  -0.0884
0.9112  0.8187  12.3317  0.6988  0.1078  -11.0731  -9.1658  -0.0786
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6447  0.4766  12.4969  0.1419  0.9678  -11.0670  -9.9247  -0.3086
0.0835  0.8708  12.3552  0.1777  0.7679  -11.0166  -9.0179  -0.1754
0.3407  0.3753  12.3623  0.3504  0.2165  -10.8797  -9.9804  -0.1496
0.5405  0.0810  12.6771  0.0108  0.7736  -11.1202  -9.1567  -0.1412
0.3768  0.6273  12.6932  0.7427  0.8652  -10.8310  -9.1694  -0.0802
0.5496  0.9586  12.3776  0.1599  0.7589  -10.5404  -9.2142  -0.1375
0.3236  0.9927  12.4085  0.7016  0.5649  -10.8682  -9.1667  -0.1069
0.1899  0.7839  12.5612  0.0448  0.8090  -10.8573  -9.5867  -0.1405
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5224  0.6589  12.6947  0.2014  0.2388  -11.0636  -9.9523  -0.0884
0.9403  0.8413  12.3301  0.7166  0.1023  -11.0830  -9.1243  -0.0837
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6447  0.4766  12.4969  0.1419  0.9678  -11.0670  -9.9247  -0.3086
0.1755  0.8677  12.3525  0.2356  0.6964  -11.0237  -9.0293  -0.1329
0.3860  0.4105  12.3599  0.3781  0.2079  -10.8951  -9.9157  -0.1390
0.5405  0.0810  12.6771  0.0108  0.7736  -11.1202  -9.1567  -0.1412
0.3768  0.6273  12.6932  0.7427  0.8652  -10.8310  -9.1694  -0.0802
0.4613  0.7062  12.3524  0.3030  0.7685  -10.6949  -9.1984  -0.0924
0.3240  0.9964  12.4090  0.7016  0.5641  -10.8672  -9.1668  -0.1052
0.1899  0.7839  12.5612  0.0448  0.8090  -10.8573  -9.5867  -0.1405
0.0022  0.6331  12.5757  0.6827  0.0215  -10.9093  -9.0897  -0.4960
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5224  0.6589  12.6947  0.2014  0.2388  -11.0636  -9.9523  -0.0884
0.9403  0.8413  12.3301  0.7166  0.1023  -11.0830  -9.1243  -0.0837
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6447  0.4766  12.4969  0.1419  0.9678  -11.0670  -9.9247  -0.3086
0.1755  0.8677  12.3525  0.2356  0.6964  -11.0237  -9.0293  -0.1329
0.3860  0.4105  12.3599  0.3781  0.2079  -10.8951  -9.9157  -0.1390
0.5709  0.1962  12.6246  0.0490  0.8301  -11.1047  -9.3804  -0.1883
0.3768  0.6273  12.6932  0.7427  0.8652  -10.8310  -9.1694  -0.0802
0.4613  0.7062  12.3524  0.3030  0.7685  -10.6949  -9.1984  -0.0924
0.3240  0.9964  12.4090  0.7016  0.5641  -10.8672  -9.1668  -0.1052
0.1899  0.7839  12.5612  0.0448  0.8090  -10.8573  -9.5867  -0.1405
0.0685  0.5822  12.5814  0.6089  0.1157  -10.9321  -9.1236  -0.4950
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.5224  0.6589  12.6947  0.2014  0.2388  -11.0636  -9.9523  -0.0884
0.9403  0.8413  12.3301  0.7166  0.1023  -11.0830  -9.1243  -0.0837
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6447  0.4766  12.4969  0.1419  0.9678  -11.0670  -9.9247  -0.3086
0.1674  0.8461  12.3698  0.2638  0.6526  -11.0168  -9.0365  -0.1281
0.3860  0.4105  12.3599  0.3781  0.2079  -10.8951  -9.9157  -0.1390
0.5709  0.1962  12.6246  0.0490  0.8301  -11.1047  -9.3804  -0.1883
0.3768  0.6273  12.6932  0.7427  0.8652  -10.8310  -9.1694  -0.0802
0.4613  0.7062  12.3524  0.3030  0.7685  -10.6949  -9.1984  -0.0924
0.3240  0.9964  12.4090  0.7016  0.5641  -10.8672  -9.1668  -0.1052
0.2143  0.7226  12.5710  0.1289  0.8238  -10.9199  -9.6338  -0.1377
0.0685  0.5822  12.5814  0.6089  0.1157  -10.9321  -9.1236  -0.4950
0.3850  0.2943  12.6394  0.7167  0.9273  -11.3579  -9.9631  -0.0922
0.4497  0.7826  12.5900  0.3847  0.3580  -10.9916  -9.6644  -0.0827
0.9403  0.8413  12.3301  0.7166  0.1023  -11.0830  -9.1243  -0.0837
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6447  0.4766  12.4969  0.1419  0.9678  -11.0670  -9.9247  -0.3086
0.1674  0.8461  12.3698  0.2638  0.6526  -11.0168  -9.0365  -0.1281
0.3860  0.4105  12.3599  0.3781  0.2079  -10.8951  -9.9157  -0.1390
0.5709  0.1962  12.6246  0.0490  0.8301  -11.1047  -9.3804  -0.1883
0.3768  0.6273  12.6932  0.7427  0.8652  -10.8310  -9.1694  -0.0802
0.4613  0.7062  12.3524  0.3030  0.7685  -10.6949  -9.1984  -0.0924
0.3059  0.8318  12.3880  0.7018  0.6023  -10.9101  -9.1647  -0.1104
0.1919  0.7189  12.5784  0.1108  0.8460  -10.9149  -9.6495  -0.1418
0.0256  0.5759  12.5658  0.5903  0.0114  -10.9462  -9.1172  -0.4960
0.3901  0.2814  12.6457  0.7273  0.9337  -11.3659  -9.9847  -0.0949
0.4239  0.9077  12.5826  0.4563  0.2572  -10.9675  -9.7250  -0.1074
0.9403  0.8413  12.3301  0.7166  0.1023  -11.0830  -9.1243  -0.0837
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9622  0.6207  12.2617  0.5966  0.9926  -11.0270  -9.6252  -0.4510
0.6326  0.4307  12.5179  0.1267  0.9453  -11.0732  -9.8355  -0.2870
0.1674  0.8461  12.3698  0.2638  0.6526  -11.0168  -9.0365  -0.1281
0.3860  0.4105  12.3599  0.3781  0.2079  -10.8951  -9.9157  -0.1390
0.5709  0.1962  12.6246  0.0490  0.8301  -11.1047  -9.3804  -0.1883
0.3768  0.6273  12.6932  0.7427  0.8652  -10.8310  -9.1694  -0.0802
0.4613  0.7062  12.3524  0.3030  0.7685  -10.6949  -9.1984  -0.0924
0.3059  0.8318  12.3880  0.7018  0.6023  -10.9101  -9.1647  -0.1104
0.1919  0.7189  12.5784  0.1108  0.8460  -10.9149  -9.6495  -0.1418
0.0256  0.5759  12.5658  0.5903  0.0114  -10.9462  -9.1172  -0.4960
0.3901  0.2814  12.6457  0.7273  0.9337  -11.3659  -9.9847  -0.0949
0.4239  0.9077  12.5826  0.4563  0.2572  -10.9675  -9.7250  -0.1074
0.9403  0.8413  12.3301  0.7166  0.1023  -11.0830  -9.1243  -0.0837
0.2144  0.0008  12.2821  0.7031  0.7953  -11.1267  -9.1543  -0.1371
0.9660  0.6207  12.2588  0.5957  0.9935  -11.0283  -9.6282  -0.4464
0.6326  0.4307  12.5179  0.1267  0.9453  -11.0732  -9.8355  -0.2870
0.1674  0.8461  12.3698  0.2638  0.6526  -11.0168  -9.0365  -0.1281
0.4383  0.4511  12.3571  0.4100  0.1979  -10.9128  -9.8410  -0.1298
0.5709  0.1962  12.6246  0.0490  0.8301  -11.1047  -9.3804  -0.1883
0.3768  0.6273  12.6932  0.7427  0.8652  -10.8310  -9.1694  -0.0802
0.4613  0.7062  12.3524  0.3030  0.7685  -10.6949  -9.1984  -0.0924
0.3059  0.8318  12.3880  0.7018  0.6023  -10.9101  -9.1647  -0.1104
0.1919  0.7189  12.5784  0.1108  0.8460  -10.9149  -9.6495  -0.1418
0.0256  0.5759  12.5658  0.5903  0.0114  -10.9462  -9.1172  -0.4960
0.3901  0.2814  12.6457  0.7273  0.9337  -11.3659  -9.9847  -0.0949
0.4239  0.9077  12.5826  0.4563  0.2572  -10.9675  -9.7250  -0.1074
0.9403  0.8413  12.3301  0.7166  0.1023  -11.0830  -9.1243  -0.0837
0.2458  0.0906  12.2911  0.6522  0.7919  -11.0717  -9.1599  -0.1263
0.9660  0.6207  12.2588  0.5957  0.9935  -11.0283  -9.6282  -0.4464
0.6326  0.4307  12.5179  0.1267  0.9453  -11.0732  -9.8355  -0.2870
0.1674  0.8461  12.3698  0.2638  0.6526  -11.0168  -9.0365  -0.1281
0.4383  0.4511  12.3571  0.4100  0.1979  -10.9128  -9.8410  -0.1298
0.5709  0.1962  12.6246  0.0490  0.8301  -11.1047  -9.3804  -0.1883
0.3768  0.6273  12.6932  0.7427  0.8652  -10.8310  -9.1694  -0.0802
0.4779  0.7537  12.3572  0.2761  0.7667  -10.6658  -9.2014  -0.0999
0.3059  0.8318  12.3880  0.7018  0.6023  -10.9101  -9.1647  -0.1104
0.1919  0.7189  12.5784  0.1108  0.8460  -10.9149  -9.6495  -0.1418
0.0256  0.5759  12.5658  0.5903  0.0114  -10.9462  -9.1172  -0.4960
0.3901  0.2814  12.6457  0.7273  0.9337  -11.3659  -9.9847  -0.0949
0.4378  0.9909  12.5498  0.3713  0.0768  -11.0080  -9.8899  -0.2739
0.9403  0.8413  12.3301  0.7166  0.1023  -11.0830  -9.1243  -0.0837
0.2328  0.0533  12.2874  0.6733  0.7933  -11.0945  -9.1576  -0.1324
0.9660  0.6207  12.2588  0.5957  0.9935  -11.0283  -9.6282  -0.4464
0.6015  0.4584  12.5080  0.1358  0.9257  -11.0694  -9.7821  -0.2546
0.1674  0.8461  12.3698  0.2638  0.6526  -11.0168  -9.0365  -0.1281
0.4385  0.1701  12.2567  0.4302  0.2609  -10.8633  -9.8156  -0.1028
0.5709  0.1962  12.6246  0.0490  0.8301  -11.1047  -9.3804  -0.1883
0.3093  0.6174  12.6687  0.7134  0.7011  -10.8532  -9.1594  -0.1018
0.4779  0.7537  12.3572  0.2761  0.7667  -10.6658  -9.2014  -0.0999
0.3059  0.8318  12.3880  0.7018  0.6023  -10.9101  -9.1647  -0.1104
0.1919  0.7189  12.5784  0.1108  0.8460  -10.9149  -9.6495  -0.1418
0.0256  0.5759  12.5658  0.5903  0.0114  -10.9462  -9.1172  -0.4960
0.3901  0.2814  12.6457  0.7273  0.9337  -11.3659  -9.9847  -0.0949
0.4651  0.8281  12.5651  0.3053  0.2312  -11.0278  -9.7855  -0.1043
0.9403  0.8413  12.3301  0.7166  0.1023  -11.0830  -9.1243  -0.0837
0.2328  0.0533  12.2874  0.6733  0.7933  -11.0945  -9.1576  -0.1324
0.9660  0.6207  12.2588  0.5957  0.9935  -11.0283  -9.6282  -0.4464
0.6015  0.4584  12.5080  0.1358  0.9257  -11.0694  -9.7821  -0.2546
0.1667  0.8556  12.3708  0.2589  0.6509  -11.0158  -9.0350  -0.1279
0.4385  0.1701  12.2567  0.4302  0.2609  -10.8633  -9.8156  -0.1028
0.5709  0.1962  12.6246  0.0490  0.8301  -11.1047  -9.3804  -0.1883
0.3794  0.6277  12.6941  0.7438  0.8716  -10.8302  -9.1698  -0.0812
0.4779  0.7537  12.3572  0.2761  0.7667  -10.6658  -9.2014  -0.0999
0.3059  0.8318  12.3880  0.7018  0.6023  -10.9101  -9.1647  -0.1104
0.1919  0.7189  12.5784  0.1108  0.8460  -10.9149  -9.6495  -0.1418
0.0398  0.5660  12.5674  0.5761  0.0328  -10.9503  -9.1241  -0.4960
0.3901  0.2814  12.6457  0.7273  0.9337  -11.3659  -9.9847  -0.0949
0.4651  0.8281  12.5651  0.3053  0.2312  -11.0278  -9.7855  -0.1043
0.9403  0.8413  12.3301  0.7166  0.1023  -11.0830  -9.1243  -0.0837
0.2328  0.0533  12.2874  0.6733  0.7933  -11.0945  -9.1576  -0.1324
0.9660  0.6207  12.2588  0.5957  0.9935  -11.0283  -9.6282  -0.4464
0.6015  0.4584  12.5080  0.1358  0.9257  -11.0694  -9.7821  -0.2546
0.1667  0.8556  12.3708  0.2589  0.6509  -11.0158  -9.0350  -0.1279
0.4385  0.1701  12.2567  0.4302  0.2609  -10.8633  -9.8156  -0.1028
0.5709  0.1962  12.6246  0.0490  0.8301  -11.1047  -9.3804  -0.1883
0.3794  0.6277  12.6941  0.7438  0.8716  -10.8302  -9.1698  -0.0812
0.4787  0.7561  12.3574  0.2747  0.7666  -10.6644  -9.2015  -0.1011
0.3059  0.8318  12.3880  0.7018  0.6023  -10.9101  -9.1647  -0.1104
0.1919  0.7189  12.5784  0.1108  0.8460  -10.9149  -9.6495  -0.1418
0.0788  0.6552  12.5069  0.4785  0.2231  -10.9705  -9.0967  -0.4770
0.3901  0.2814  12.6457  0.7273  0.9337  -11.3659  -9.9847  -0.0949
0.4651  0.8281  12.5651  0.3053  0.2312  -11.0278  -9.7855  -0.1043
0.7969  0.6494  12.3091  0.6347  0.1477  -11.0202  -9.3219  -0.0619
0.2328  0.0533  12.2874  0.6733  0.7933  -11.0945  -9.1576  -0.1324
0.9310  0.5907  12.2587  0.5847  0.9448  -11.0173  -9.6406  -0.4270
0.6015  0.4584  12.5080  0.1358  0.9257  -11.0694  -9.7821  -0.2546
0.1667  0.8556  12.3708  0.2589  0.6509  -11.0158  -9.0350  -0.1279
0.4385  0.1701  12.2567  0.4302  0.2609  -10.8633  -9.8156  -0.1028
0.6169  0.2466  12.5778  0.1174  0.8448  -11.0935  -9.4137  -0.2293
0.3794  0.6277  12.6941  0.7438  0.8716  -10.8302  -9.1698  -0.0812
0.4787  0.7561  12.3574  0.2747  0.7666  -10.6644  -9.2015  -0.1011
0.3059  0.8318  12.3880  0.7018  0.6023  -10.9101  -9.1647  -0.1104
0.1919  0.7189  12.5784  0.1108  0.8460  -10.9149  -9.6495  -0.1418
0.0788  0.6552  12.5069  0.4785  0.2231  -10.9705  -9.0967  -0.4770
0.3746  0.3154  12.6404  0.6794  0.9268  -11.3308  -9.9586  -0.0864
0.4651  0.8281  12.5651  0.3053  0.2312  -11.0278  -9.7855  -0.1043
0.8333  0.6982  12.3145  0.6555  0.1361  -11.0361  -9.2717  -0.0628
0.2260  0.1646  12.3360  0.5793  0.8021  -11.0645  -9.2398  -0.1326
0.9310  0.5907  12.2587  0.5847  0.9448  -11.0173  -9.6406  -0.4270
0.6015  0.4584  12.5080  0.1358  0.9257  -11.0694  -9.7821  -0.2546
