frac_migration1  frac_migration2  logmhcrit  prob1  prob2  ssfr1  ssfr2  lnprob
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.4552  0.2538  12.5570  0.3420  0.7178  -11.1702  -9.5983  -0.0809
0.7977  0.4935  12.4213  0.2402  0.3869  -11.2363  -9.0334  -0.0793
0.4359  0.9892  12.3332  0.4850  0.8268  -10.7884  -9.3272  -0.0943
0.2875  0.5064  12.2870  0.6920  0.9797  -11.0833  -9.5022  -0.0854
0.2242  0.9328  12.4809  0.0065  0.6470  -10.7610  -9.4958  -0.1324
0.3807  0.7327  12.3161  0.4423  0.7577  -11.2610  -9.0117  -0.0751
0.0792  0.2642  12.4861  0.5149  0.9694  -11.1553  -9.7155  -0.1368
0.2687  0.7101  12.5571  0.9655  0.2691  -10.6294  -9.2539  -0.1535
0.7389  0.8793  12.3824  0.1077  0.0601  -11.1366  -9.3047  -0.2362
0.5130  0.2216  12.2979  0.6005  0.7602  -10.9665  -9.2328  -0.1181
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.6911  0.4626  12.2802  0.2356  0.6104  -10.8837  -9.2078  -0.1501
0.4020  0.8697  12.7071  0.1403  0.1825  -10.9511  -9.6734  -0.1498
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.4552  0.2538  12.5570  0.3420  0.7178  -11.1702  -9.5983  -0.0809
0.7977  0.4935  12.4213  0.2402  0.3869  -11.2363  -9.0334  -0.0793
0.4359  0.9892  12.3332  0.4850  0.8268  -10.7884  -9.3272  -0.0943
0.2875  0.5064  12.2870  0.6920  0.9797  -11.0833  -9.5022  -0.0854
0.2242  0.9328  12.4809  0.0065  0.6470  -10.7610  -9.4958  -0.1324
0.3512  0.5803  12.3231  0.4919  0.6188  -11.1037  -9.0572  -0.0907
0.0792  0.2642  12.4861  0.5149  0.9694  -11.1553  -9.7155  -0.1368
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7647  0.8800  12.3575  0.1052  0.0507  -11.1508  -9.2764  -0.2559
0.5130  0.2216  12.2979  0.6005  0.7602  -10.9665  -9.2328  -0.1181
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.6911  0.4626  12.2802  0.2356  0.6104  -10.8837  -9.2078  -0.1501
0.4020  0.8697  12.7071  0.1403  0.1825  -10.9511  -9.6734  -0.1498
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.4552  0.2538  12.5570  0.3420  0.7178  -11.1702  -9.5983  -0.0809
0.8784  0.4779  12.4390  0.1947  0.3450  -11.2603  -9.0291  -0.0764
0.4359  0.9892  12.3332  0.4850  0.8268  -10.7884  -9.3272  -0.0943
0.2875  0.5064  12.2870  0.6920  0.9797  -11.0833  -9.5022  -0.0854
0.2242  0.9328  12.4809  0.0065  0.6470  -10.7610  -9.4958  -0.1324
0.3512  0.5803  12.3231  0.4919  0.6188  -11.1037  -9.0572  -0.0907
0.0792  0.2642  12.4861  0.5149  0.9694  -11.1553  -9.7155  -0.1368
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7647  0.8800  12.3575  0.1052  0.0507  -11.1508  -9.2764  -0.2559
0.4823  0.2001  12.2860  0.6346  0.7950  -10.9419  -9.2499  -0.1113
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.8987  0.4401  12.2768  0.0008  0.4205  -10.7810  -9.0564  -0.1273
0.4020  0.8697  12.7071  0.1403  0.1825  -10.9511  -9.6734  -0.1498
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.4552  0.2538  12.5570  0.3420  0.7178  -11.1702  -9.5983  -0.0809
0.8784  0.4779  12.4390  0.1947  0.3450  -11.2603  -9.0291  -0.0764
0.4359  0.9892  12.3332  0.4850  0.8268  -10.7884  -9.3272  -0.0943
0.2875  0.5064  12.2870  0.6920  0.9797  -11.0833  -9.5022  -0.0854
0.2242  0.9328  12.4809  0.0065  0.6470  -10.7610  -9.4958  -0.1324
0.3512  0.5803  12.3231  0.4919  0.6188  -11.1037  -9.0572  -0.0907
0.1946  0.2610  12.5079  0.4618  0.8921  -11.1599  -9.6795  -0.1426
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7647  0.8800  12.3575  0.1052  0.0507  -11.1508  -9.2764  -0.2559
0.4823  0.2001  12.2860  0.6346  0.7950  -10.9419  -9.2499  -0.1113
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.8987  0.4401  12.2768  0.0008  0.4205  -10.7810  -9.0564  -0.1273
0.4020  0.8697  12.7071  0.1403  0.1825  -10.9511  -9.6734  -0.1498
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.4552  0.2538  12.5570  0.3420  0.7178  -11.1702  -9.5983  -0.0809
0.8058  0.4269  12.4110  0.2754  0.4275  -11.2019  -9.0696  -0.0985
0.4359  0.9892  12.3332  0.4850  0.8268  -10.7884  -9.3272  -0.0943
0.3709  0.4974  12.2856  0.5977  0.9034  -11.0421  -9.4414  -0.0813
0.2242  0.9328  12.4809  0.0065  0.6470  -10.7610  -9.4958  -0.1324
0.3512  0.5803  12.3231  0.4919  0.6188  -11.1037  -9.0572  -0.0907
0.0648  0.0868  12.6717  0.3617  0.8838  -11.2467  -9.8550  -0.2119
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7647  0.8800  12.3575  0.1052  0.0507  -11.1508  -9.2764  -0.2559
0.4823  0.2001  12.2860  0.6346  0.7950  -10.9419  -9.2499  -0.1113
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.8340  0.4960  12.3328  0.0190  0.3895  -10.8031  -9.1368  -0.0879
0.4020  0.8697  12.7071  0.1403  0.1825  -10.9511  -9.6734  -0.1498
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.5083  0.0870  12.6765  0.2654  0.7683  -11.2042  -9.8746  -0.1158
0.8058  0.4269  12.4110  0.2754  0.4275  -11.2019  -9.0696  -0.0985
0.4359  0.9892  12.3332  0.4850  0.8268  -10.7884  -9.3272  -0.0943
0.3709  0.4974  12.2856  0.5977  0.9034  -11.0421  -9.4414  -0.0813
0.2242  0.9328  12.4809  0.0065  0.6470  -10.7610  -9.4958  -0.1324
0.3512  0.5803  12.3231  0.4919  0.6188  -11.1037  -9.0572  -0.0907
0.0648  0.0868  12.6717  0.3617  0.8838  -11.2467  -9.8550  -0.2119
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7647  0.8800  12.3575  0.1052  0.0507  -11.1508  -9.2764  -0.2559
0.4823  0.2001  12.2860  0.6346  0.7950  -10.9419  -9.2499  -0.1113
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.8340  0.4960  12.3328  0.0190  0.3895  -10.8031  -9.1368  -0.0879
0.4020  0.8697  12.7071  0.1403  0.1825  -10.9511  -9.6734  -0.1498
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.5083  0.0870  12.6765  0.2654  0.7683  -11.2042  -9.8746  -0.1158
0.8058  0.4269  12.4110  0.2754  0.4275  -11.2019  -9.0696  -0.0985
0.4359  0.9892  12.3332  0.4850  0.8268  -10.7884  -9.3272  -0.0943
0.3709  0.4974  12.2856  0.5977  0.9034  -11.0421  -9.4414  -0.0813
0.2242  0.9328  12.4809  0.0065  0.6470  -10.7610  -9.4958  -0.1324
0.3512  0.5803  12.3231  0.4919  0.6188  -11.1037  -9.0572  -0.0907
0.0648  0.0868  12.6717  0.3617  0.8838  -11.2467  -9.8550  -0.2119
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7842  0.9114  12.3579  0.0841  0.0475  -11.1733  -9.2787  -0.2619
0.4823  0.2001  12.2860  0.6346  0.7950  -10.9419  -9.2499  -0.1113
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.8369  0.4997  12.3298  0.0168  0.3861  -10.7996  -9.1302  -0.0867
0.4020  0.8697  12.7071  0.1403  0.1825  -10.9511  -9.6734  -0.1498
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.5083  0.0870  12.6765  0.2654  0.7683  -11.2042  -9.8746  -0.1158
0.8058  0.4269  12.4110  0.2754  0.4275  -11.2019  -9.0696  -0.0985
0.4359  0.9892  12.3332  0.4850  0.8268  -10.7884  -9.3272  -0.0943
0.3711  0.4964  12.2851  0.5989  0.9066  -11.0414  -9.4457  -0.0828
0.2242  0.9328  12.4809  0.0065  0.6470  -10.7610  -9.4958  -0.1324
0.3512  0.5803  12.3231  0.4919  0.6188  -11.1037  -9.0572  -0.0907
0.0648  0.0868  12.6717  0.3617  0.8838  -11.2467  -9.8550  -0.2119
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7842  0.9114  12.3579  0.0841  0.0475  -11.1733  -9.2787  -0.2619
0.4823  0.2001  12.2860  0.6346  0.7950  -10.9419  -9.2499  -0.1113
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.8369  0.4997  12.3298  0.0168  0.3861  -10.7996  -9.1302  -0.0867
0.4020  0.8697  12.7071  0.1403  0.1825  -10.9511  -9.6734  -0.1498
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.5083  0.0870  12.6765  0.2654  0.7683  -11.2042  -9.8746  -0.1158
0.8058  0.4269  12.4110  0.2754  0.4275  -11.2019  -9.0696  -0.0985
0.4359  0.9892  12.3332  0.4850  0.8268  -10.7884  -9.3272  -0.0943
0.3711  0.4964  12.2851  0.5989  0.9066  -11.0414  -9.4457  -0.0828
0.2242  0.9328  12.4809  0.0065  0.6470  -10.7610  -9.4958  -0.1324
0.4273  0.5546  12.3378  0.4556  0.5868  -11.1201  -9.0592  -0.0713
0.0648  0.0868  12.6717  0.3617  0.8838  -11.2467  -9.8550  -0.2119
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7916  0.9097  12.3584  0.0756  0.0309  -11.1814  -9.2776  -0.3241
0.4901  0.0682  12.2782  0.6596  0.7897  -10.9675  -9.2370  -0.1124
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.8369  0.4997  12.3298  0.0168  0.3861  -10.7996  -9.1302  -0.0867
0.4020  0.8697  12.7071  0.1403  0.1825  -10.9511  -9.6734  -0.1498
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.5242  0.1334  12.6586  0.2547  0.7268  -11.2029  -9.8410  -0.1101
0.8062  0.4139  12.4124  0.2808  0.4382  -11.2025  -9.0639  -0.1083
0.4352  0.9514  12.3336  0.4824  0.8060  -10.8172  -9.3039  -0.0897
0.5349  0.6017  12.2830  0.5943  0.8422  -11.0799  -9.5933  -0.1678
0.2326  0.9054  12.4745  0.0271  0.6515  -10.7675  -9.4876  -0.1313
0.4273  0.5546  12.3378  0.4556  0.5868  -11.1201  -9.0592  -0.0713
0.1033  0.0792  12.6038  0.4250  0.7273  -11.1024  -9.7212  -0.1423
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7916  0.9097  12.3584  0.0756  0.0309  -11.1814  -9.2776  -0.3241
0.4830  0.0911  12.2835  0.6423  0.7859  -10.9620  -9.2438  -0.1124
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.8369  0.4997  12.3298  0.0168  0.3861  -10.7996  -9.1302  -0.0867
0.4206  0.9189  12.7135  0.1226  0.1486  -10.9416  -9.6704  -0.1757
0.2487  0.0503  12.3472  0.6646  0.1355  -10.5565  -9.2153  -0.3078
0.5242  0.1334  12.6586  0.2547  0.7268  -11.2029  -9.8410  -0.1101
0.8062  0.4139  12.4124  0.2808  0.4382  -11.2025  -9.0639  -0.1083
0.4352  0.9514  12.3336  0.4824  0.8060  -10.8172  -9.3039  -0.0897
0.5349  0.6017  12.2830  0.5943  0.8422  -11.0799  -9.5933  -0.1678
0.2326  0.9054  12.4745  0.0271  0.6515  -10.7675  -9.4876  -0.1313
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.1208  0.0814  12.6061  0.4179  0.7273  -11.1066  -9.7262  -0.1280
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7184  0.9091  12.3736  0.0692  0.1122  -11.1272  -9.3051  -0.1241
0.4830  0.0911  12.2835  0.6423  0.7859  -10.9620  -9.2438  -0.1124
0.9334  0.8578  12.2779  0.5829  0.6853  -11.1738  -9.9521  -0.3008
0.8369  0.4997  12.3298  0.0168  0.3861  -10.7996  -9.1302  -0.0867
0.4206  0.9189  12.7135  0.1226  0.1486  -10.9416  -9.6704  -0.1757
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.5242  0.1334  12.6586  0.2547  0.7268  -11.2029  -9.8410  -0.1101
0.8062  0.4139  12.4124  0.2808  0.4382  -11.2025  -9.0639  -0.1083
0.4164  0.9542  12.3309  0.5099  0.8522  -10.7966  -9.3039  -0.0915
0.5349  0.6017  12.2830  0.5943  0.8422  -11.0799  -9.5933  -0.1678
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.1333  0.0830  12.6078  0.4129  0.7273  -11.1095  -9.7297  -0.1268
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7184  0.9091  12.3736  0.0692  0.1122  -11.1272  -9.3051  -0.1241
0.4830  0.0911  12.2835  0.6423  0.7859  -10.9620  -9.2438  -0.1124
0.8830  0.8672  12.2831  0.5758  0.7016  -11.1371  -9.8890  -0.2906
0.8691  0.4790  12.3215  0.0107  0.3741  -10.8021  -9.1124  -0.0924
0.4206  0.9189  12.7135  0.1226  0.1486  -10.9416  -9.6704  -0.1757
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.5242  0.1334  12.6586  0.2547  0.7268  -11.2029  -9.8410  -0.1101
0.8062  0.4139  12.4124  0.2808  0.4382  -11.2025  -9.0639  -0.1083
0.4164  0.9542  12.3309  0.5099  0.8522  -10.7966  -9.3039  -0.0915
0.5349  0.6017  12.2830  0.5943  0.8422  -11.0799  -9.5933  -0.1678
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.1333  0.0830  12.6078  0.4129  0.7273  -11.1095  -9.7297  -0.1268
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7184  0.9091  12.3736  0.0692  0.1122  -11.1272  -9.3051  -0.1241
0.4830  0.0911  12.2835  0.6423  0.7859  -10.9620  -9.2438  -0.1124
0.8830  0.8672  12.2831  0.5758  0.7016  -11.1371  -9.8890  -0.2906
0.8691  0.4790  12.3215  0.0107  0.3741  -10.8021  -9.1124  -0.0924
0.4187  0.9428  12.7260  0.1076  0.1302  -10.9410  -9.6827  -0.1934
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.5124  0.1836  12.6204  0.2784  0.7094  -11.1931  -9.7462  -0.0999
0.8062  0.4139  12.4124  0.2808  0.4382  -11.2025  -9.0639  -0.1083
0.4164  0.9542  12.3309  0.5099  0.8522  -10.7966  -9.3039  -0.0915
0.5349  0.6017  12.2830  0.5943  0.8422  -11.0799  -9.5933  -0.1678
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.1333  0.0830  12.6078  0.4129  0.7273  -11.1095  -9.7297  -0.1268
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7184  0.9091  12.3736  0.0692  0.1122  -11.1272  -9.3051  -0.1241
0.4830  0.0911  12.2835  0.6423  0.7859  -10.9620  -9.2438  -0.1124
0.8753  0.8674  12.2855  0.5705  0.7005  -11.1324  -9.8839  -0.2879
0.8691  0.4790  12.3215  0.0107  0.3741  -10.8021  -9.1124  -0.0924
0.4187  0.9428  12.7260  0.1076  0.1302  -10.9410  -9.6827  -0.1934
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.4265  0.1125  12.6923  0.3429  0.7902  -11.2873  -9.8989  -0.0850
0.8062  0.4139  12.4124  0.2808  0.4382  -11.2025  -9.0639  -0.1083
0.4164  0.9542  12.3309  0.5099  0.8522  -10.7966  -9.3039  -0.0915
0.5349  0.6017  12.2830  0.5943  0.8422  -11.0799  -9.5933  -0.1678
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.1333  0.0830  12.6078  0.4129  0.7273  -11.1095  -9.7297  -0.1268
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7184  0.9091  12.3736  0.0692  0.1122  -11.1272  -9.3051  -0.1241
0.4830  0.0911  12.2835  0.6423  0.7859  -10.9620  -9.2438  -0.1124
0.8753  0.8674  12.2855  0.5705  0.7005  -11.1324  -9.8839  -0.2879
0.8453  0.5035  12.3429  0.0158  0.3612  -10.8095  -9.1425  -0.0782
0.4207  0.9458  12.7281  0.0966  0.1284  -10.9450  -9.6882  -0.1966
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.3868  0.1085  12.6809  0.3524  0.7817  -11.2632  -9.8760  -0.0754
0.8574  0.4651  12.4329  0.2234  0.3831  -11.2406  -9.0354  -0.0936
0.4164  0.9542  12.3309  0.5099  0.8522  -10.7966  -9.3039  -0.0915
0.5206  0.6062  12.2803  0.6209  0.8643  -11.0924  -9.6140  -0.1670
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.1609  0.0777  12.5564  0.4605  0.6294  -11.0133  -9.6321  -0.1265
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7184  0.9091  12.3736  0.0692  0.1122  -11.1272  -9.3051  -0.1241
0.4830  0.0911  12.2835  0.6423  0.7859  -10.9620  -9.2438  -0.1124
0.8753  0.8674  12.2855  0.5705  0.7005  -11.1324  -9.8839  -0.2879
0.8453  0.5035  12.3429  0.0158  0.3612  -10.8095  -9.1425  -0.0782
0.4207  0.9458  12.7281  0.0966  0.1284  -10.9450  -9.6882  -0.1966
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.3868  0.1085  12.6809  0.3524  0.7817  -11.2632  -9.8760  -0.0754
0.8574  0.4651  12.4329  0.2234  0.3831  -11.2406  -9.0354  -0.0936
0.5087  0.8573  12.3335  0.4036  0.7465  -10.7994  -9.2691  -0.1116
0.5206  0.6062  12.2803  0.6209  0.8643  -11.0924  -9.6140  -0.1670
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.2183  0.1097  12.5463  0.4409  0.6091  -11.0321  -9.5829  -0.1294
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7184  0.9091  12.3736  0.0692  0.1122  -11.1272  -9.3051  -0.1241
0.4830  0.0911  12.2835  0.6423  0.7859  -10.9620  -9.2438  -0.1124
0.8936  0.8643  12.2676  0.5896  0.7235  -11.1400  -9.8917  -0.3130
0.8453  0.5035  12.3429  0.0158  0.3612  -10.8095  -9.1425  -0.0782
0.4207  0.9458  12.7281  0.0966  0.1284  -10.9450  -9.6882  -0.1966
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.3868  0.1085  12.6809  0.3524  0.7817  -11.2632  -9.8760  -0.0754
0.8574  0.4651  12.4329  0.2234  0.3831  -11.2406  -9.0354  -0.0936
0.4956  0.8540  12.3310  0.4245  0.7861  -10.7789  -9.2669  -0.1158
0.5206  0.6062  12.2803  0.6209  0.8643  -11.0924  -9.6140  -0.1670
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.2183  0.1097  12.5463  0.4409  0.6091  -11.0321  -9.5829  -0.1294
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7184  0.9091  12.3736  0.0692  0.1122  -11.1272  -9.3051  -0.1241
0.4830  0.0911  12.2835  0.6423  0.7859  -10.9620  -9.2438  -0.1124
0.8936  0.8643  12.2676  0.5896  0.7235  -11.1400  -9.8917  -0.3130
0.8453  0.5035  12.3429  0.0158  0.3612  -10.8095  -9.1425  -0.0782
0.4207  0.9458  12.7281  0.0966  0.1284  -10.9450  -9.6882  -0.1966
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.4440  0.2468  12.6278  0.3035  0.6660  -11.2397  -9.7774  -0.0722
0.8574  0.4651  12.4329  0.2234  0.3831  -11.2406  -9.0354  -0.0936
0.4956  0.8540  12.3310  0.4245  0.7861  -10.7789  -9.2669  -0.1158
0.4673  0.5694  12.2821  0.6254  0.8844  -11.0856  -9.5744  -0.1323
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.2183  0.1097  12.5463  0.4409  0.6091  -11.0321  -9.5829  -0.1294
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.7184  0.9091  12.3736  0.0692  0.1122  -11.1272  -9.3051  -0.1241
0.4830  0.0911  12.2835  0.6423  0.7859  -10.9620  -9.2438  -0.1124
0.8936  0.8643  12.2676  0.5896  0.7235  -11.1400  -9.8917  -0.3130
0.8453  0.5037  12.3424  0.0148  0.3611  -10.8074  -9.1430  -0.0769
0.4207  0.9458  12.7281  0.0966  0.1284  -10.9450  -9.6882  -0.1966
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.4420  0.2792  12.5973  0.3193  0.6571  -11.2272  -9.7003  -0.0723
0.8574  0.4651  12.4329  0.2234  0.3831  -11.2406  -9.0354  -0.0936
0.4956  0.8540  12.3310  0.4245  0.7861  -10.7789  -9.2669  -0.1158
0.5374  0.6178  12.2797  0.6195  0.8580  -11.0945  -9.6265  -0.1739
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.2183  0.1097  12.5463  0.4409  0.6091  -11.0321  -9.5829  -0.1294
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.6912  0.9959  12.3620  0.0391  0.0593  -11.1051  -9.3578  -0.2441
0.5686  0.1765  12.3176  0.5466  0.6939  -11.0257  -9.1962  -0.1228
0.8936  0.8643  12.2676  0.5896  0.7235  -11.1400  -9.8917  -0.3130
0.8453  0.5037  12.3424  0.0148  0.3611  -10.8074  -9.1430  -0.0769
0.4207  0.9458  12.7281  0.0966  0.1284  -10.9450  -9.6882  -0.1966
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.4420  0.2792  12.5973  0.3193  0.6571  -11.2272  -9.7003  -0.0723
0.8574  0.4651  12.4329  0.2234  0.3831  -11.2406  -9.0354  -0.0936
0.3975  0.8515  12.3466  0.3838  0.8016  -10.6900  -9.1130  -0.0779
0.5321  0.6930  12.2732  0.6319  0.8860  -11.1063  -9.6998  -0.1833
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.4252  0.5537  12.3389  0.4529  0.5816  -11.1209  -9.0485  -0.0726
0.2183  0.1097  12.5463  0.4409  0.6091  -11.0321  -9.5829  -0.1294
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.6912  0.9959  12.3620  0.0391  0.0593  -11.1051  -9.3578  -0.2441
0.5686  0.1765  12.3176  0.5466  0.6939  -11.0257  -9.1962  -0.1228
0.9093  0.8647  12.2651  0.5961  0.7211  -11.1542  -9.9164  -0.3139
0.8453  0.5037  12.3424  0.0148  0.3611  -10.8074  -9.1430  -0.0769
0.4207  0.9458  12.7281  0.0966  0.1284  -10.9450  -9.6882  -0.1966
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.4415  0.2805  12.5971  0.3213  0.6559  -11.2254  -9.6990  -0.0716
0.8574  0.4651  12.4329  0.2234  0.3831  -11.2406  -9.0354  -0.0936
0.3975  0.8515  12.3466  0.3838  0.8016  -10.6900  -9.1130  -0.0779
0.5255  0.7861  12.2652  0.6473  0.9206  -11.1208  -9.7906  -0.1968
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.3307  0.5730  12.3184  0.5030  0.6250  -11.0948  -9.0514  -0.1004
0.2183  0.1097  12.5463  0.4409  0.6091  -11.0321  -9.5829  -0.1294
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.6912  0.9959  12.3620  0.0391  0.0593  -11.1051  -9.3578  -0.2441
0.5686  0.1765  12.3176  0.5466  0.6939  -11.0257  -9.1962  -0.1228
0.9093  0.8647  12.2651  0.5961  0.7211  -11.1542  -9.9164  -0.3139
0.8453  0.5037  12.3424  0.0148  0.3611  -10.8074  -9.1430  -0.0769
0.4598  0.7422  12.6195  0.2157  0.2781  -10.9664  -9.5580  -0.0940
0.2776  0.0553  12.3394  0.6618  0.2155  -10.6063  -9.2188  -0.1838
0.4415  0.2805  12.5971  0.3213  0.6559  -11.2254  -9.6990  -0.0716
0.8574  0.4651  12.4329  0.2234  0.3831  -11.2406  -9.0354  -0.0936
0.3975  0.8515  12.3466  0.3838  0.8016  -10.6900  -9.1130  -0.0779
0.5255  0.7861  12.2652  0.6473  0.9206  -11.1208  -9.7906  -0.1968
0.2366  0.8838  12.4836  0.1307  0.6093  -10.7523  -9.4618  -0.1295
0.3307  0.5730  12.3184  0.5030  0.6250  -11.0948  -9.0514  -0.1004
0.2274  0.1334  12.5490  0.4325  0.5967  -11.0296  -9.5819  -0.1281
0.2687  0.7102  12.5570  0.9651  0.2692  -10.6295  -9.2540  -0.1526
0.6912  0.9959  12.3620  0.0391  0.0593  -11.1051  -9.3578  -0.2441
0.5686  0.1765  12.3176  0.5466  0.6939  -11.0257  -9.1962  -0.1228
0.9093  0.8647  12.2651  0.5961  0.7211  -11.1542  -9.9164  -0.3139
0.8418  0.5059  12.3433  0.0154  0.3625  -10.8070  -9.1449  -0.0785
0.4598  0.7422  12.6195  0.2157  0.2781  -10.9664  -9.5580  -0.0940
0.2834  0.0686  12.3397  0.6530  0.2133  -10.6134  -9.2208  -0.1804
0.3247  0.2148  12.6712  0.4105  0.7415  -11.3474  -9.8606  -0.0899
